food_category,plate_coverage_ratio,leftover_area_px,total_plate_area_px,color_variance,texture_score,brightness_mean,estimated_weight_grams,waste_percentage,waste_level
vegetables,0.07151,52024.3,52024.3,177.0096,161.3831,148.44,2187.74,93.2,severe
salad,0.1627,43860.13,46390.07,242.2292,231.0925,136.47,1664.15,86.52,severe
salad,0.54011,20255.39,50649.05,408.8047,365.6458,125.62,684.36,39.41,medium
mixed,1.0,1401.28,39681.51,446.2712,363.3999,128.62,58.54,4.15,low
curry,0.74875,10388.69,39031.78,299.2178,313.7671,152.76,557.39,29.87,medium
rice,0.4023,27890.2,46766.82,87.8368,153.8182,146.01,1144.51,67.35,high
dessert,0.60837,16669.75,43361.05,161.4183,84.4971,145.26,949.39,37.97,medium
rice,0.35247,34594.46,50068.83,90.9806,106.9996,149.35,1472.48,67.91,high
mixed,0.85197,7842.48,47024.24,373.5468,357.9834,111.48,357.52,15.01,medium
mixed,0.89922,6624.67,48623.26,417.1799,353.8677,97.35,269.45,13.48,low
dal,1.0,638.11,48766.81,65.5849,87.8487,98.78,30.0,1.19,low
rice,0.37284,33216.18,47649.14,83.2316,126.9547,138.69,1453.06,61.81,high
rice,0.58658,13636.04,42227.97,111.777,135.0381,161.14,670.14,35.23,medium
bread,0.37561,33646.19,43855.69,62.0345,49.9572,133.41,1035.7,68.77,high
bread,0.6773,11467.61,44982.6,58.9373,109.8272,127.74,354.38,25.21,medium
vegetables,0.95682,2465.6,48851.91,494.512,466.9795,141.39,103.05,5.71,low
vegetables,0.45671,23834.7,50596.11,308.0264,323.9534,110.06,990.0,50.48,high
mixed,0.9215,4135.97,54055.36,411.776,353.0492,127.06,187.5,7.63,low
bread,1.0,1199.28,48714.3,98.8946,150.0037,111.08,34.67,2.73,low
dal,0.77838,13893.4,46627.6,100.3652,64.1201,109.18,713.46,27.41,medium
vegetables,0.59064,20367.81,46074.09,329.5767,315.6234,152.32,891.61,44.27,high
dessert,0.69373,18557.33,49503.55,164.4359,121.5066,150.85,1064.76,34.64,medium
bread,0.4272,31359.03,44937.05,57.153,88.9879,140.82,930.73,62.07,high
dessert,0.36274,28338.04,43225.96,141.584,89.1104,128.41,1515.65,65.43,high
rice,0.75108,13838.32,42178.68,115.4264,144.4011,120.11,565.52,35.77,medium
dal,0.92342,4759.65,40181.19,90.1174,96.0576,119.16,221.85,12.58,low
rice,0.26195,35665.34,45968.05,60.4365,56.4949,135.68,1725.29,71.85,severe
dessert,0.63925,21384.04,45270.44,154.3604,116.5857,130.87,1167.38,44.92,high
curry,0.90549,2104.78,44533.16,331.9738,317.5306,148.32,108.19,5.41,low
dessert,0.34958,22601.35,44221.44,149.4311,71.5881,108.35,1234.14,59.54,high
salad,0.41713,24186.69,42266.87,371.8427,337.326,121.81,796.65,61.13,high
curry,0.48143,17033.89,36794.84,275.1928,226.418,132.35,869.74,49.13,high
bread,0.63731,13349.28,45110.42,57.2768,85.6072,114.27,371.94,32.91,medium
bread,0.7752,9783.43,43839.64,101.153,117.6657,101.08,283.61,20.94,medium
vegetables,0.57709,19423.36,51411.62,350.7857,333.5568,89.65,753.8,34.43,medium
mixed,0.17732,39209.55,52551.04,168.7272,181.9935,159.38,1846.28,80.2,severe
salad,0.9049,3917.01,50523.15,552.9591,486.1339,94.58,130.98,7.51,low
curry,0.9467,3769.23,39670.49,389.1322,298.1377,105.09,169.86,8.98,low
rice,0.55097,16093.58,43396.99,106.5939,132.9552,133.99,699.97,35.43,medium
mixed,0.78443,5566.28,51180.22,390.3625,345.387,134.21,265.93,11.72,low
bread,0.68321,14547.71,40438.35,76.1598,115.1039,153.01,403.04,33.62,medium
bread,0.97288,2552.56,42525.86,111.2016,133.8516,126.55,72.6,6.09,low
dessert,0.9462,3756.22,40407.38,210.9299,143.726,145.73,207.5,9.04,low
rice,1.0,2523.18,42467.21,157.2475,176.8997,113.44,117.54,5.21,low
salad,0.05099,40380.24,44086.65,193.9022,171.0513,135.55,1540.82,97.06,severe
bread,0.98052,4312.3,38866.58,106.3366,152.9719,133.41,138.07,12.06,low
vegetables,0.53934,15276.68,41588.61,379.4027,308.3329,158.97,638.23,37.59,medium
bread,0.85438,15129.71,52621.97,86.971,127.791,122.91,432.69,26.35,medium
vegetables,0.53463,21140.33,46454.48,327.5124,302.9458,145.96,919.53,43.07,high
salad,0.15209,39126.65,44645.88,269.2882,245.2156,151.82,1399.85,85.58,severe
vegetables,0.19648,32074.48,45883.9,205.7729,193.9121,150.1,1170.27,76.48,severe
curry,0.77389,7089.62,47603.03,339.732,283.5206,98.86,383.26,16.71,medium
dessert,0.49747,19626.78,42818.19,152.0463,111.8334,113.17,1140.21,49.21,high
mixed,0.71312,10966.95,51832.05,307.8084,306.3422,141.46,494.61,21.7,medium
vegetables,0.8955,5987.81,48278.26,444.6441,397.0893,109.65,248.24,14.03,low
salad,0.44101,20248.98,39369.25,367.8685,335.499,129.5,639.48,50.48,high
rice,0.88551,6030.32,51457.69,111.6339,195.6563,132.64,282.91,10.44,low
mixed,0.89847,4332.72,45920.58,387.1859,377.5662,133.61,195.3,9.99,low
rice,0.97041,3099.58,45550.05,125.8268,184.4586,127.75,128.04,5.97,low
mixed,0.25133,31365.14,47699.89,230.2429,186.9268,140.4,1542.97,73.86,severe
rice,0.84668,5865.38,47811.71,132.9219,173.8721,145.49,275.51,13.03,low
mixed,0.40675,30692.62,47272.28,254.0476,240.6461,141.37,1437.81,62.29,high
curry,1.0,1092.65,40902.61,389.3343,359.9896,106.24,57.41,2.43,low
salad,0.66192,17709.81,51561.91,506.032,406.0122,128.71,658.41,33.31,medium
salad,0.45936,25647.27,42999.95,379.6512,340.2102,157.1,971.31,58.33,high
bread,0.91395,1697.43,43842.36,88.2501,145.1275,110.29,46.26,3.37,low
dal,0.93578,1872.51,41489.38,71.5071,101.7951,126.5,86.58,4.91,low
rice,0.93945,2361.8,47887.86,127.2739,223.9246,109.83,112.4,5.48,low
dal,0.05648,40672.27,42595.61,33.176,51.6043,126.78,1760.75,98.15,severe
salad,0.75842,14141.87,45918.03,498.5701,414.877,121.14,478.29,28.14,medium
bread,0.9077,1136.25,38556.19,48.3048,132.9393,122.23,36.06,2.75,low
bread,0.32233,28093.76,48363.38,36.7058,87.7988,141.72,861.06,64.28,high
vegetables,0.84841,6272.13,44567.3,449.493,389.0536,110.88,270.06,13.4,low
bread,0.56888,18063.56,50392.31,49.3253,136.3046,120.55,559.84,35.58,medium
dessert,0.82629,9393.02,41456.72,220.2417,126.0667,127.12,531.26,22.31,medium
vegetables,0.27002,34865.88,45035.02,252.3496,247.3979,124.33,1259.97,70.71,severe
rice,0.16202,31812.98,41301.07,37.0572,69.5172,118.85,1479.65,76.97,severe
dal,0.73571,13412.09,46916.91,35.5578,64.9787,113.86,668.97,27.18,medium
mixed,0.95395,610.65,42726.74,411.2612,358.5474,148.62,27.2,1.56,low
mixed,0.92982,4052.65,50306.05,417.2555,375.0559,129.65,198.36,8.05,low
vegetables,0.28619,36156.61,52241.42,218.1604,233.8933,125.71,1559.71,65.21,high
dessert,0.0926,44882.34,44882.34,67.5388,76.4752,139.31,2235.79,97.71,severe
dessert,0.15052,33680.46,42429.43,55.051,41.1676,116.5,1980.82,83.21,severe
bread,0.2803,27107.94,38541.46,53.142,68.0699,110.92,817.38,70.66,severe
dal,0.48345,21730.32,48540.27,66.0981,81.9498,160.84,1037.93,49.01,high
rice,0.76196,8398.53,41117.28,110.2567,144.3077,121.79,364.26,20.93,medium
bread,0.1937,31905.34,47211.1,74.7939,61.4528,121.01,1025.25,75.34,severe
dal,0.67427,16028.34,45157.01,38.5166,79.3247,111.83,836.34,38.02,medium
mixed,1.0,403.67,46333.34,427.4143,382.621,122.07,19.4,0.89,low
vegetables,0.68235,13248.56,44495.34,386.9485,338.4863,93.64,487.19,33.91,medium
curry,0.61045,22030.11,45337.56,336.4463,258.6019,144.08,1080.1,48.25,high
dal,0.43859,26003.17,44952.52,76.1224,36.2076,108.23,1140.54,53.0,high
rice,0.94946,3663.53,47401.78,97.8528,162.4227,130.85,176.85,7.93,low
dal,0.0,50624.23,51916.81,28.4863,50.397,150.63,2427.96,98.61,severe
salad,0.33143,33411.53,48517.26,353.926,320.693,136.5,1082.11,77.2,severe
dal,0.92061,4821.46,48498.78,98.1627,53.3775,135.05,211.91,10.25,low
vegetables,1.0,436.16,42568.8,449.4947,466.0176,108.41,17.72,1.06,low
dal,0.85643,4921.74,46284.75,99.5372,29.6013,128.6,232.22,10.29,low
vegetables,0.0,38896.2,42157.84,150.9846,176.7602,137.7,1656.18,99.69,severe
salad,0.95623,1268.67,44330.97,559.6215,464.9757,108.08,46.72,3.27,low
vegetables,0.6993,16495.27,45653.99,351.3141,365.8487,139.63,618.78,32.01,medium
curry,0.85956,5102.17,38050.31,385.5411,321.7119,108.55,267.98,13.97,low
rice,0.56623,18099.79,36161.51,99.9254,139.7923,147.22,826.47,43.57,high
dessert,0.6886,14560.7,40297.12,163.1534,121.6873,124.14,868.82,35.72,medium
salad,0.37398,27644.95,41248.63,369.607,317.7381,121.04,1019.66,63.46,high
rice,0.92487,3138.0,42611.1,131.9752,189.1378,106.79,131.18,7.26,low
bread,0.89924,4112.66,40714.02,99.0082,131.0419,102.43,111.62,9.1,low
rice,0.91255,6394.33,54731.83,124.7836,173.1258,113.96,289.4,12.26,low
vegetables,0.54945,23042.57,44561.18,342.6428,330.7142,131.57,1010.63,52.38,high
dal,0.20009,37885.81,42889.84,19.2518,45.3044,127.04,1670.52,78.44,severe
curry,0.61635,13419.62,41787.0,306.8025,231.7476,153.07,719.03,31.02,medium
salad,0.63123,14055.93,44470.7,470.29,368.4644,131.77,524.58,31.53,medium
bread,0.32665,31062.2,48323.37,50.2368,96.9105,124.73,895.25,61.45,high
salad,0.4225,23672.93,43304.74,382.4295,300.8174,116.34,815.78,53.44,high
dessert,0.68554,14836.71,44995.5,210.4774,141.6185,116.86,807.1,32.23,medium
curry,0.45994,28451.7,49651.27,268.2203,214.1667,133.69,1425.91,54.07,high
mixed,0.02705,32200.06,38603.05,166.6217,156.9756,159.32,1412.37,98.01,severe
bread,0.86597,10908.97,48722.97,94.0831,83.0032,128.16,313.95,20.31,medium
dessert,0.38404,21782.93,42650.88,112.7957,117.9068,106.75,1085.69,56.45,high
bread,0.8893,328.83,41299.53,70.511,147.2718,110.47,9.93,0.76,low
bread,0.9749,959.55,53381.18,70.55,115.2273,110.66,27.62,1.81,low
dessert,0.81736,10341.39,40365.27,191.2398,131.3833,106.76,527.62,22.37,medium
mixed,0.84275,5192.55,46234.84,370.7775,369.1977,129.45,250.77,10.45,low
vegetables,0.54941,19821.95,42107.57,339.3886,303.0417,141.51,852.93,41.55,high
vegetables,0.55201,26128.31,47003.98,334.518,312.2943,155.71,1127.7,50.79,high
salad,0.30084,24179.85,37552.47,337.8659,288.4796,151.17,904.23,63.78,high
rice,0.47128,21929.11,42697.77,72.2898,112.9957,151.78,1025.79,55.24,high
bread,0.97269,4533.74,39267.82,107.1605,87.0479,121.16,140.92,11.33,low
vegetables,0.36828,28384.16,47477.65,282.6842,287.255,144.76,1130.58,59.3,high
mixed,1.0,3729.06,38035.27,431.4154,391.6453,119.43,164.08,9.13,low
curry,0.9766,6174.24,46679.54,346.6962,357.739,102.15,334.0,12.27,low
dessert,0.05361,32789.11,39218.25,98.5846,79.0288,120.6,1733.21,90.91,severe
bread,0.91712,2301.9,40714.98,82.0698,107.4046,123.88,75.34,5.31,low
dal,0.91691,4401.42,41669.91,154.1285,64.2174,112.71,222.99,10.19,low
curry,0.90058,122.15,43051.43,349.9576,309.3049,137.11,5.97,0.32,low
dal,0.99015,31.37,42180.22,130.1248,86.4517,106.26,1.55,0.07,low
dal,0.8996,5991.4,42328.81,86.7302,109.0591,101.44,301.32,13.82,low
vegetables,0.9859,1197.98,44564.8,496.9027,438.8238,111.69,47.53,2.77,low
mixed,0.93675,1857.7,52462.31,412.2603,362.0442,123.81,89.49,3.57,low
dessert,0.82789,6590.05,43939.19,192.5268,136.5514,123.09,378.36,16.15,medium
dal,0.39037,32401.11,52471.58,83.1213,54.024,149.31,1427.05,67.64,high
mixed,0.39376,25512.44,44841.27,248.3169,212.1047,155.89,1104.43,63.49,high
salad,0.76886,12568.52,49989.38,519.9532,443.8921,106.74,483.57,29.52,medium
curry,0.3954,26772.74,41576.44,235.2445,203.1873,126.98,1434.4,59.33,high
dal,0.64163,12675.71,43310.36,71.8333,82.6883,140.76,646.54,28.03,medium
salad,0.5864,19851.56,46559.41,387.0599,377.1503,115.26,631.17,46.86,high
dessert,0.71885,16586.58,49814.28,152.8532,180.4417,140.77,984.06,36.21,medium
dessert,0.37304,23608.51,37265.01,113.0596,75.6014,170.92,1269.62,58.83,high
mixed,0.71726,14502.84,43090.87,308.6532,302.1645,123.07,673.49,34.51,medium
mixed,0.79106,9454.99,47066.61,307.7156,338.3219,131.5,442.76,22.59,medium
dal,0.88827,6787.68,47041.21,89.5155,91.5363,112.92,348.58,12.78,low
bread,0.59467,22304.18,45070.84,67.93,99.7332,134.61,665.94,45.36,high
mixed,0.91291,5597.5,38749.08,407.016,382.6915,117.0,267.0,12.85,low
vegetables,0.85896,13817.62,50226.5,455.7117,414.0717,127.79,581.69,24.51,medium
dal,0.78321,7746.24,42221.07,70.2298,81.7976,123.67,376.1,20.47,medium
salad,0.89489,2028.99,48711.35,576.0871,475.4155,108.55,72.0,3.81,low
bread,0.65645,13727.89,40885.74,21.6261,73.0095,141.91,379.15,38.22,medium
mixed,0.18398,37459.42,51551.52,187.0642,177.2874,125.53,1542.31,77.29,severe
salad,0.54657,27167.38,44963.4,432.1396,346.3553,106.12,1019.28,60.89,high
curry,0.83874,5468.16,46948.36,341.63,310.5249,110.04,262.45,13.06,low
dessert,0.10136,34156.94,43817.72,91.5671,68.305,120.2,1909.6,84.9,severe
vegetables,0.0,46416.84,46416.84,190.9908,155.6421,121.58,1796.51,97.93,severe
mixed,0.53517,19036.62,45035.33,278.8587,277.1947,116.37,936.43,47.15,high
bread,0.90461,3274.78,49727.99,42.0667,86.0347,119.27,93.65,7.26,low
vegetables,0.60565,17428.64,48503.36,363.9581,319.166,115.76,632.24,33.13,medium
dessert,0.40198,29064.27,42058.21,110.0913,84.2566,113.0,1465.18,62.1,high
dessert,0.97405,3928.39,49218.38,217.4063,146.2262,108.96,195.81,8.68,low
salad,0.80812,4619.86,44594.63,546.203,443.0339,155.86,177.41,11.74,low
mixed,0.29253,26312.76,42418.74,222.6904,206.7594,130.72,1116.84,57.84,high
dessert,0.78239,8959.02,43582.5,194.6386,106.0004,138.13,487.73,19.96,medium
vegetables,0.23916,37791.29,43237.7,267.8026,241.6279,143.08,1506.49,79.01,severe
rice,0.65666,17059.11,49496.43,74.0214,168.6848,122.93,723.98,39.6,medium
salad,0.90745,5898.38,50627.82,567.4201,491.6681,130.78,195.87,12.3,low
curry,0.44988,19536.18,37571.13,247.8447,206.6589,109.74,1061.69,59.06,high
vegetables,0.42438,30300.94,54422.76,301.7255,286.9282,153.02,1300.08,61.88,high
vegetables,0.62666,13311.27,44719.89,353.7956,328.5306,116.58,572.41,32.26,medium
dal,0.82568,7152.73,46372.35,94.2407,62.1107,106.62,319.46,15.09,medium
vegetables,0.98776,799.59,47383.52,485.8382,432.3623,131.29,34.78,1.7,low
dal,0.51153,20922.56,45254.06,54.8823,30.3798,124.49,1026.95,41.26,high
vegetables,0.7243,15707.94,46076.93,364.1507,349.1808,116.41,573.92,30.55,medium
rice,0.80906,8969.88,43389.57,152.958,156.7095,127.06,385.88,18.32,medium
bread,0.92237,6762.59,49249.27,47.3771,129.2559,138.19,198.52,15.13,medium
rice,0.32658,24393.31,39559.0,70.8296,55.9047,153.46,1015.24,64.48,high
dal,0.96877,5433.45,46502.85,132.4385,78.4229,107.56,254.81,12.42,low
bread,0.66211,16338.11,48467.09,105.3718,82.1077,131.99,534.95,31.48,medium
curry,0.65363,12632.71,44401.47,314.232,253.3701,118.4,583.75,29.89,medium
salad,0.95942,3915.22,43967.81,584.5071,520.8046,128.04,129.09,9.55,low
curry,0.04496,34952.74,45794.0,169.0137,131.9345,143.58,1769.8,82.41,severe
dessert,0.35692,21880.32,43735.55,141.4176,88.7449,122.54,1100.35,52.74,high
dal,0.71547,12932.7,44776.05,99.147,58.5107,115.4,663.86,30.7,medium
bread,1.0,1471.1,38406.89,99.8531,155.1448,142.49,40.91,3.95,low
salad,0.53683,15145.73,43628.53,449.2035,374.5554,113.25,502.28,38.4,medium
vegetables,0.78441,13322.53,41218.48,405.315,394.5091,160.67,530.71,30.46,medium
dal,0.63725,18890.69,45470.32,37.7398,62.4792,127.83,956.85,39.18,medium
dessert,0.29554,33369.42,47434.94,95.2357,110.4271,147.18,1789.38,75.12,severe
mixed,0.40917,28485.81,50873.71,229.5247,225.1362,143.39,1275.75,59.5,high
bread,0.89437,1703.1,41873.61,51.9458,165.6836,128.7,52.47,4.03,low
dal,0.48452,26471.82,44451.43,130.0869,74.7835,149.9,1325.88,61.55,high
salad,0.2143,35736.22,41052.27,327.9497,261.8695,171.15,1341.67,78.24,severe
dessert,0.85635,7215.29,50969.98,197.3237,111.6826,101.97,415.34,13.82,low
dessert,0.77232,7685.91,43994.02,199.279,155.6048,138.77,388.7,18.56,medium
mixed,0.91197,4183.85,42501.12,396.5277,362.5972,108.82,196.22,9.71,low
bread,0.4064,25118.31,47571.77,51.6845,57.8517,115.45,759.81,55.82,high
dessert,0.2057,41429.79,49195.69,97.0579,53.1838,95.72,2423.95,88.56,severe
salad,0.6079,19889.38,42781.72,404.6791,360.8089,150.14,709.27,41.09,high
curry,0.95339,3829.35,39539.88,393.0448,272.0026,117.02,175.84,9.32,low
curry,0.34661,27332.7,41165.75,221.4691,199.3769,120.54,1262.19,69.46,high
curry,0.95092,302.11,47826.6,403.2675,321.373,99.17,15.33,0.73,low
rice,0.04035,40713.98,48613.66,64.6162,80.9573,127.39,1714.01,91.67,severe
bread,0.02897,49764.23,49764.23,30.3409,56.4219,120.56,1612.75,98.67,severe
dessert,0.11376,41769.72,42389.17,74.8179,76.9864,151.66,2149.26,92.73,severe
dessert,0.68563,13952.03,44210.64,185.7842,124.0267,110.11,757.44,32.16,medium
curry,0.83413,5322.64,48662.34,339.9859,268.2605,118.96,247.04,10.0,low
dal,0.21384,33693.06,46845.98,55.2809,45.3469,139.2,1710.42,69.87,high
curry,0.63167,15626.0,49983.3,216.665,224.0874,135.15,814.84,36.5,medium
rice,0.68019,16681.62,52703.49,160.7697,119.6992,104.32,699.39,37.01,medium
mixed,0.97307,1107.2,44864.08,354.6525,337.9632,114.76,48.42,2.65,low
salad,0.884,2537.08,44702.2,596.363,515.0487,131.26,94.8,4.99,low
mixed,0.88761,4413.91,42719.96,359.9044,374.2227,135.48,214.47,9.43,low
curry,0.14339,42256.63,54371.53,168.2314,132.8577,157.87,2164.97,90.02,severe
bread,0.36033,29683.2,48349.54,103.0125,58.9818,138.23,977.26,53.49,high
bread,0.92987,4853.16,46966.18,87.8485,121.2348,101.79,159.71,9.7,low
vegetables,0.31457,38061.54,47188.46,294.8447,229.8375,132.61,1423.56,74.93,severe
dal,0.77996,5310.85,43712.94,120.7672,95.012,136.59,277.0,12.71,low
vegetables,0.72112,9721.0,42377.27,382.3645,335.0086,107.05,381.58,26.89,medium
salad,0.44121,25724.52,56059.29,408.7627,350.7358,141.0,933.59,51.28,high
mixed,0.2444,28250.93,41591.09,246.4762,190.5841,155.34,1209.36,77.17,severe
dessert,0.4827,21818.98,45524.35,198.3018,94.2215,128.86,1216.37,46.73,high
curry,0.84765,4247.11,44471.17,377.2098,256.9653,126.87,227.71,11.05,low
dessert,0.44716,33505.45,50265.77,165.1943,130.488,112.1,1678.53,61.82,high
rice,0.4655,22824.85,45926.68,98.8078,112.3023,118.09,1122.14,55.03,high
bread,0.76716,13051.55,48783.51,60.0592,97.4232,141.7,363.31,25.43,medium
dessert,0.363,28278.12,47794.64,164.0665,78.0921,158.24,1505.5,67.01,high
salad,0.43465,23564.94,37099.06,366.567,349.2119,123.36,861.63,59.83,high
bread,0.80486,7441.67,50099.97,99.9528,92.7984,150.53,229.45,13.68,low
vegetables,0.069,43328.7,44390.85,199.8987,150.973,120.57,1845.96,90.7,severe
salad,0.95536,5739.83,44368.54,573.222,503.9805,113.34,192.72,11.62,low
mixed,0.80398,8842.34,47845.96,325.4336,353.5077,143.35,437.32,17.88,medium
dal,0.62812,15550.21,42496.76,113.1901,50.5693,113.01,751.97,35.21,medium
dessert,1.0,2865.22,47681.67,233.8323,148.188,146.03,165.49,6.36,low
bread,0.79809,5341.91,41011.64,95.6232,125.7242,157.14,146.68,14.0,low
bread,0.57677,22359.66,49721.75,65.1629,76.9949,122.08,620.63,42.29,high
curry,0.93288,711.97,42130.84,350.1815,326.9655,124.35,34.42,1.67,low
vegetables,0.39772,32813.09,46798.35,288.5251,268.7292,116.72,1198.81,63.93,high
rice,0.92321,5909.99,42496.19,176.3441,144.0157,128.96,250.5,13.91,low
vegetables,0.84691,4630.05,36417.93,379.7815,404.9805,106.92,182.19,13.67,low
mixed,0.70832,14576.51,46721.57,333.2104,317.1471,134.86,697.82,28.1,medium
mixed,0.95128,3722.41,46677.95,364.2493,373.4954,120.84,154.41,9.09,low
rice,0.779,7760.75,42612.28,92.0995,148.8976,153.51,374.34,18.87,medium
salad,0.24246,32026.21,41700.42,347.0781,299.8481,108.85,1021.21,88.21,severe
rice,0.99755,1235.87,40968.34,139.2068,206.4137,125.85,52.11,2.75,low
rice,0.85451,5884.73,41644.56,132.0508,173.2444,122.5,249.99,12.4,low
rice,0.54018,22076.29,44551.58,119.9327,152.3866,144.07,920.9,48.8,high
bread,0.49724,19279.04,41033.5,58.271,93.4549,122.4,615.66,54.68,high
vegetables,0.64313,16092.95,47063.53,375.0585,379.7294,112.58,584.11,38.56,medium
curry,0.90513,2318.13,48392.7,347.3627,302.28,123.69,106.8,4.51,low
salad,0.2538,42892.92,49349.88,320.556,252.7342,160.24,1503.78,77.46,severe
bread,0.5444,21832.25,42477.73,125.6449,140.1691,127.46,628.47,47.16,high
dessert,0.62546,18784.24,45478.53,175.394,111.6997,132.17,1111.72,37.25,medium
mixed,0.53505,24539.42,47132.54,284.875,271.0989,99.59,1073.9,53.47,high
vegetables,0.8506,7191.25,40529.42,440.6472,408.8957,113.57,308.47,16.77,medium
dessert,0.4104,19631.58,39491.97,186.2534,110.6248,153.29,1177.76,57.06,high
dessert,0.2927,32864.41,43347.08,94.4352,94.5383,142.84,1805.69,69.05,high
rice,0.55337,24301.8,48180.89,108.0571,111.6733,114.46,1029.39,52.35,high
dal,0.72308,10922.13,49699.92,84.1647,61.3865,121.78,548.99,19.4,medium
dal,0.90752,1398.09,40443.57,66.5827,82.088,162.07,62.55,3.91,low
curry,0.48722,24910.44,48183.29,260.2558,288.3159,123.17,1158.73,49.87,high
bread,0.0,41929.66,47162.05,66.7959,72.0342,120.28,1331.14,98.94,severe
vegetables,0.87997,2715.66,49507.73,435.9968,440.0824,139.2,107.42,5.84,low
dessert,0.76777,10326.33,44789.42,235.0863,127.6507,120.71,523.67,26.61,medium
dessert,0.65262,11944.39,50276.14,168.6851,117.3104,111.05,613.18,27.03,medium
bread,0.8604,8123.65,53133.86,45.2188,93.1394,129.69,267.62,16.11,medium
dal,0.921,4228.65,42125.51,66.8317,58.7014,93.29,214.66,8.87,low
dessert,0.89352,5679.39,41363.3,209.2106,136.2156,112.39,289.97,15.68,medium
salad,0.49753,18208.31,47154.49,378.2398,362.9399,174.59,642.98,44.74,high
rice,0.12982,34702.54,42001.5,69.0081,64.2548,134.35,1696.69,83.04,severe
mixed,0.18292,31920.49,40488.12,178.7426,192.1745,114.42,1543.71,84.93,severe
rice,0.87277,1649.83,39588.61,135.1249,165.1256,155.47,72.0,4.17,low
curry,0.69978,13296.91,47468.3,271.1741,278.0244,140.84,643.51,32.09,medium
dal,0.75486,10218.32,41897.37,68.8739,70.4726,117.54,524.28,23.05,medium
curry,0.62865,14345.54,46319.86,297.6282,239.4256,120.9,674.56,28.34,medium
mixed,0.60816,17095.65,44523.66,301.8461,296.8455,155.01,796.54,38.53,medium
dessert,0.95909,3884.35,51580.1,283.6623,162.6566,104.31,208.54,6.82,low
vegetables,0.5919,20846.75,51022.82,340.6393,330.7605,131.35,850.04,40.48,high
